CodPosicion;RCR;Fecha;LocalTime;Valid;Latitud;N_S;Longitud;E_W;Speed;N_Sat
1;T;01/09/2008;6:42;SPS;36,588237;N;-3,552358;W;3,988;7
2;T;01/09/2008;6:42;SPS;36,588225;N;-3,552383;W;3,224;7
3;T;01/09/2008;6:42;SPS;36,588215;N;-3,552411;W;3,486;7
4;T;01/09/2008;6:42;SPS;36,588215;N;-3,552431;W;3,678;7
5;T;01/09/2008;6:42;SPS;36,588211;N;-3,552464;W;4,188;7
6;T;01/09/2008;6:42;SPS;36,588228;N;-3,552505;W;4,578;7
7;T;01/09/2008;6:42;SPS;36,588248;N;-3,552512;W;3,244;7
8;T;01/09/2008;6:42;SPS;36,58824;N;-3,552528;W;2,209;7
9;T;01/09/2008;6:42;SPS;36,588238;N;-3,552543;W;2,691;7
10;T;01/09/2008;6:42;SPS;36,588232;N;-3,55257;W;2,998;7
11;T;01/09/2008;6:42;SPS;36,588234;N;-3,552604;W;3,722;7
12;T;01/09/2008;6:42;SPS;36,58823;N;-3,552618;W;3,197;7
13;T;01/09/2008;6:42;SPS;36,588226;N;-3,552643;W;3,964;7
14;T;01/09/2008;6:42;SPS;36,588235;N;-3,552675;W;5,11;7
15;T;01/09/2008;6:42;SPS;36,588233;N;-3,552722;W;3,242;7
16;T;01/09/2008;6:42;SPS;36,58823;N;-3,55275;W;5,135;7
17;T;01/09/2008;6:42;SPS;36,588234;N;-3,552788;W;6,022;7
18;T;01/09/2008;6:42;SPS;36,588222;N;-3,552808;W;4,041;7
19;T;01/09/2008;6:42;SPS;36,588224;N;-3,552843;W;4,496;7
20;T;01/09/2008;6:43;SPS;36,588219;N;-3,552867;W;4,714;7
21;T;01/09/2008;6:43;SPS;36,588222;N;-3,552906;W;3,389;7
22;T;01/09/2008;6:43;SPS;36,588218;N;-3,552936;W;2,778;7
23;T;01/09/2008;6:43;SPS;36,588222;N;-3,552978;W;3,44;7
24;T;01/09/2008;6:43;SPS;36,588213;N;-3,553009;W;3,406;7
25;T;01/09/2008;6:43;SPS;36,588208;N;-3,553041;W;3,359;7
26;T;01/09/2008;6:43;SPS;36,588205;N;-3,553069;W;2,841;7
27;T;01/09/2008;6:43;SPS;36,588204;N;-3,553102;W;3,385;7
28;T;01/09/2008;6:43;SPS;36,58822;N;-3,553124;W;3,063;7
29;T;01/09/2008;6:43;SPS;36,588243;N;-3,553156;W;4,022;7
30;T;01/09/2008;6:43;SPS;36,58826;N;-3,553191;W;3,887;7
31;T;01/09/2008;6:43;SPS;36,588259;N;-3,553225;W;2,308;8
32;T;01/09/2008;6:43;SPS;36,58826;N;-3,553262;W;3,56;7
33;T;01/09/2008;6:43;SPS;36,588267;N;-3,553295;W;3,272;8
34;T;01/09/2008;6:43;SPS;36,588272;N;-3,553327;W;3,403;8
35;T;01/09/2008;6:43;SPS;36,588291;N;-3,553364;W;3,71;7
36;T;01/09/2008;6:43;SPS;36,5883;N;-3,553409;W;4,681;7
37;T;01/09/2008;6:43;SPS;36,588306;N;-3,553444;W;4,002;7
38;T;01/09/2008;6:43;SPS;36,588314;N;-3,553486;W;4,303;7
39;T;01/09/2008;6:43;SPS;36,588313;N;-3,553512;W;4,432;7
40;T;01/09/2008;6:44;SPS;36,588323;N;-3,553546;W;4,482;7
41;T;01/09/2008;6:44;SPS;36,588322;N;-3,553579;W;3,366;7
42;T;01/09/2008;6:44;SPS;36,588329;N;-3,553601;W;2,801;8
43;T;01/09/2008;6:44;SPS;36,588314;N;-3,553622;W;3,371;8
44;T;01/09/2008;6:44;SPS;36,588318;N;-3,553651;W;4,445;8
45;T;01/09/2008;6:44;SPS;36,588305;N;-3,553674;W;3,447;8
46;T;01/09/2008;6:44;SPS;36,588299;N;-3,553702;W;3,11;8
47;T;01/09/2008;6:44;SPS;36,5883;N;-3,553732;W;3,147;8
48;T;01/09/2008;6:44;SPS;36,588293;N;-3,55376;W;4,189;8
49;T;01/09/2008;6:44;SPS;36,588296;N;-3,553789;W;2,791;8
50;T;01/09/2008;6:44;SPS;36,588307;N;-3,553817;W;3,073;8
51;T;01/09/2008;6:44;SPS;36,588307;N;-3,553848;W;3,771;8
52;T;01/09/2008;6:44;SPS;36,588303;N;-3,553877;W;3,807;8
53;T;01/09/2008;6:44;SPS;36,588305;N;-3,553898;W;3,055;8
54;T;01/09/2008;6:44;SPS;36,588301;N;-3,553932;W;3,258;8
55;T;01/09/2008;6:44;SPS;36,588291;N;-3,55396;W;2,287;8
56;T;01/09/2008;6:44;SPS;36,588267;N;-3,553979;W;3,157;8
57;T;01/09/2008;6:44;SPS;36,588267;N;-3,554006;W;3,141;8
58;T;01/09/2008;6:44;SPS;36,588254;N;-3,554026;W;2,766;7
59;T;01/09/2008;6:44;SPS;36,588232;N;-3,55406;W;3,364;7
60;T;01/09/2008;6:45;SPS;36,58824;N;-3,554118;W;4,219;8
61;T;01/09/2008;6:45;SPS;36,588227;N;-3,55413;W;4,224;8
62;T;01/09/2008;6:45;SPS;36,588224;N;-3,554189;W;3,282;7
63;T;01/09/2008;6:45;SPS;36,588231;N;-3,55423;W;4,835;8
64;T;01/09/2008;6:45;SPS;36,588249;N;-3,554254;W;3,821;8
65;T;01/09/2008;6:45;SPS;36,588247;N;-3,554275;W;4,163;8
66;T;01/09/2008;6:45;SPS;36,588232;N;-3,554315;W;4,558;8
67;T;01/09/2008;6:45;SPS;36,58824;N;-3,554361;W;4,447;8
68;T;01/09/2008;6:45;SPS;36,588242;N;-3,554411;W;5,227;8
69;T;01/09/2008;6:45;SPS;36,588231;N;-3,554445;W;5,349;8
70;T;01/09/2008;6:45;SPS;36,588234;N;-3,554478;W;5,989;8
71;T;01/09/2008;6:45;SPS;36,58821;N;-3,554516;W;5,687;8
72;T;01/09/2008;6:45;SPS;36,588197;N;-3,554549;W;6,723;8
73;T;01/09/2008;6:45;SPS;36,588186;N;-3,554589;W;5,636;8
74;T;01/09/2008;6:45;SPS;36,588175;N;-3,554616;W;4,814;8
75;T;01/09/2008;6:45;SPS;36,588182;N;-3,554629;W;3,867;8
76;T;01/09/2008;6:45;SPS;36,588174;N;-3,554661;W;5,084;8
77;T;01/09/2008;6:45;SPS;36,588175;N;-3,554696;W;3,161;8
78;T;01/09/2008;6:45;SPS;36,588164;N;-3,554692;W;2,016;8
79;T;01/09/2008;6:45;SPS;36,588173;N;-3,554705;W;3,25;8
80;T;01/09/2008;6:46;SPS;36,588185;N;-3,554731;W;3,925;8
81;T;01/09/2008;6:46;SPS;36,588181;N;-3,554767;W;4,982;8
82;T;01/09/2008;6:46;SPS;36,588179;N;-3,554785;W;2,952;8
83;T;01/09/2008;6:46;SPS;36,588175;N;-3,55481;W;3,127;8
84;T;01/09/2008;6:46;SPS;36,588174;N;-3,554836;W;3,229;8
85;T;01/09/2008;6:46;SPS;36,588172;N;-3,554877;W;3,672;8
86;T;01/09/2008;6:46;SPS;36,588173;N;-3,554909;W;3,017;8
87;T;01/09/2008;6:46;SPS;36,588172;N;-3,554942;W;4,642;8
88;T;01/09/2008;6:46;SPS;36,588177;N;-3,554971;W;2,164;8
89;T;01/09/2008;6:46;SPS;36,588169;N;-3,55499;W;1,686;8
90;T;01/09/2008;6:46;SPS;36,58818;N;-3,555009;W;2,753;7
91;T;01/09/2008;6:46;SPS;36,58817;N;-3,555026;W;2,198;8
92;T;01/09/2008;6:46;SPS;36,58818;N;-3,555065;W;1,978;8
93;T;01/09/2008;6:46;SPS;36,588181;N;-3,555091;W;2,97;8
94;T;01/09/2008;6:46;SPS;36,588178;N;-3,555105;W;1,663;8
95;T;01/09/2008;6:46;SPS;36,588178;N;-3,55514;W;2,848;8
96;T;01/09/2008;6:46;SPS;36,588165;N;-3,555164;W;2,028;8
97;T;01/09/2008;6:46;SPS;36,588173;N;-3,555207;W;2,018;8
98;T;01/09/2008;6:46;SPS;36,588168;N;-3,55524;W;2,363;8
99;T;01/09/2008;6:46;SPS;36,588168;N;-3,555271;W;1,944;8
100;T;01/09/2008;6:47;SPS;36,588171;N;-3,555305;W;0,995;8
101;T;01/09/2008;6:47;SPS;36,588173;N;-3,555334;W;1,998;8
102;T;01/09/2008;6:47;SPS;36,588178;N;-3,555376;W;3,926;8
103;T;01/09/2008;6:47;SPS;36,588173;N;-3,5554;W;2,823;8
104;T;01/09/2008;6:47;SPS;36,588171;N;-3,555435;W;3,263;8
105;T;01/09/2008;6:47;SPS;36,588166;N;-3,555455;W;3,175;8
106;T;01/09/2008;6:47;SPS;36,588164;N;-3,555487;W;3,249;7
107;T;01/09/2008;6:47;SPS;36,588184;N;-3,555514;W;3,53;8
108;T;01/09/2008;6:47;SPS;36,588175;N;-3,555526;W;0,877;8
109;T;01/09/2008;6:47;SPS;36,588174;N;-3,555563;W;3,076;8
110;T;01/09/2008;6:47;SPS;36,588178;N;-3,555585;W;4,435;8
111;T;01/09/2008;6:47;SPS;36,588175;N;-3,555615;W;2,994;8
112;T;01/09/2008;6:47;SPS;36,588187;N;-3,555657;W;2,618;8
113;T;01/09/2008;6:47;SPS;36,588182;N;-3,555693;W;3,809;8
114;T;01/09/2008;6:47;SPS;36,588191;N;-3,555739;W;4,389;8
115;T;01/09/2008;6:47;SPS;36,588191;N;-3,555773;W;2,634;8
116;T;01/09/2008;6:47;SPS;36,588191;N;-3,555803;W;2,265;8
117;T;01/09/2008;6:47;SPS;36,588202;N;-3,55583;W;2,828;8
118;T;01/09/2008;6:47;SPS;36,588192;N;-3,555863;W;4,505;8
119;T;01/09/2008;6:47;SPS;36,588195;N;-3,555893;W;3,553;8
120;T;01/09/2008;6:48;SPS;36,588187;N;-3,555918;W;6,902;8
121;T;01/09/2008;6:48;SPS;36,588176;N;-3,555946;W;2,952;8
122;T;01/09/2008;6:48;SPS;36,588171;N;-3,555974;W;2,624;8
123;T;01/09/2008;6:48;SPS;36,588173;N;-3,556;W;2,676;8
124;T;01/09/2008;6:48;SPS;36,588172;N;-3,556027;W;2,926;8
125;T;01/09/2008;6:48;SPS;36,588172;N;-3,556062;W;3,788;8
126;T;01/09/2008;6:48;SPS;36,588163;N;-3,556085;W;3,752;8
127;T;01/09/2008;6:48;SPS;36,588164;N;-3,55611;W;3,088;8
128;T;01/09/2008;6:48;SPS;36,588172;N;-3,556146;W;2,407;8
129;T;01/09/2008;6:48;SPS;36,588171;N;-3,556187;W;2,071;8
130;T;01/09/2008;6:48;SPS;36,588178;N;-3,556217;W;3,254;8
131;T;01/09/2008;6:48;SPS;36,588176;N;-3,556257;W;3,355;8
132;T;01/09/2008;6:48;SPS;36,588175;N;-3,55628;W;2,507;8
133;T;01/09/2008;6:48;SPS;36,58818;N;-3,556305;W;3,48;8
134;T;01/09/2008;6:48;SPS;36,588185;N;-3,556334;W;3,112;8
135;T;01/09/2008;6:48;SPS;36,588175;N;-3,556367;W;2,366;8
136;T;01/09/2008;6:48;SPS;36,588171;N;-3,556395;W;2,752;8
137;T;01/09/2008;6:48;SPS;36,588164;N;-3,556417;W;3,435;8
138;T;01/09/2008;6:48;SPS;36,58816;N;-3,556448;W;3,528;8
139;T;01/09/2008;6:48;SPS;36,588158;N;-3,556476;W;3,366;8
140;T;01/09/2008;6:49;SPS;36,588159;N;-3,556512;W;4,204;8
141;T;01/09/2008;6:49;SPS;36,588151;N;-3,556536;W;3,747;8
142;T;01/09/2008;6:49;SPS;36,588152;N;-3,556574;W;3,305;8
143;T;01/09/2008;6:49;SPS;36,588151;N;-3,556622;W;3,213;8
144;T;01/09/2008;6:49;SPS;36,588154;N;-3,556663;W;2,938;8
145;T;01/09/2008;6:49;SPS;36,588164;N;-3,556709;W;3,562;8
146;T;01/09/2008;6:49;SPS;36,588147;N;-3,556739;W;3,505;8
147;T;01/09/2008;6:49;SPS;36,588145;N;-3,556773;W;5,584;8
148;T;01/09/2008;6:49;SPS;36,588147;N;-3,556802;W;2,672;8
149;T;01/09/2008;6:49;SPS;36,588142;N;-3,556841;W;1,125;8
150;T;01/09/2008;6:49;SPS;36,588154;N;-3,556872;W;3,071;8
151;T;01/09/2008;6:49;SPS;36,588144;N;-3,556904;W;4,922;8
152;T;01/09/2008;6:49;SPS;36,58813;N;-3,556927;W;2,464;8
153;T;01/09/2008;6:49;SPS;36,588123;N;-3,556948;W;3,195;8
154;T;01/09/2008;6:49;SPS;36,588125;N;-3,556985;W;4,122;8
155;T;01/09/2008;6:49;SPS;36,588111;N;-3,557014;W;3,5;8
156;T;01/09/2008;6:49;SPS;36,588106;N;-3,557048;W;3,858;8
157;T;01/09/2008;6:49;SPS;36,588101;N;-3,557073;W;3,741;8
158;T;01/09/2008;6:49;SPS;36,588098;N;-3,557112;W;3,573;8
159;T;01/09/2008;6:49;SPS;36,588113;N;-3,557146;W;4,533;8
160;T;01/09/2008;6:50;SPS;36,5881;N;-3,557184;W;3,064;8
161;T;01/09/2008;6:50;SPS;36,588106;N;-3,557221;W;4,435;8
162;T;01/09/2008;6:50;SPS;36,588098;N;-3,557262;W;5,66;8
163;T;01/09/2008;6:50;SPS;36,588084;N;-3,557298;W;4,337;8
164;T;01/09/2008;6:50;SPS;36,588084;N;-3,557341;W;5,256;8
165;T;01/09/2008;6:50;SPS;36,58807;N;-3,557366;W;5,247;8
166;T;01/09/2008;6:50;SPS;36,588069;N;-3,557408;W;3,594;8
167;T;01/09/2008;6:50;SPS;36,588065;N;-3,557443;W;4,14;7
168;T;01/09/2008;6:50;SPS;36,588071;N;-3,557482;W;3,926;8
169;T;01/09/2008;6:50;SPS;36,588075;N;-3,557525;W;3,463;8
170;T;01/09/2008;6:50;SPS;36,588078;N;-3,55757;W;3,533;8
171;T;01/09/2008;6:50;SPS;36,588088;N;-3,55761;W;4,683;8
172;T;01/09/2008;6:50;SPS;36,588082;N;-3,557644;W;3,899;8
173;T;01/09/2008;6:50;SPS;36,588083;N;-3,557685;W;3,174;8
174;T;01/09/2008;6:50;SPS;36,58808;N;-3,557723;W;4,59;8
175;T;01/09/2008;6:50;SPS;36,588072;N;-3,557756;W;4,341;8
176;T;01/09/2008;6:50;SPS;36,58807;N;-3,557792;W;5,435;8
177;T;01/09/2008;6:50;SPS;36,588076;N;-3,557829;W;5,345;8
178;T;01/09/2008;6:50;SPS;36,588076;N;-3,557869;W;3,432;8
179;T;01/09/2008;6:50;SPS;36,588072;N;-3,557902;W;4,135;8
180;T;01/09/2008;6:51;SPS;36,588073;N;-3,557938;W;4,196;8
181;T;01/09/2008;6:51;SPS;36,588064;N;-3,557962;W;5,171;8
182;T;01/09/2008;6:51;SPS;36,588063;N;-3,558002;W;5,096;8
183;T;01/09/2008;6:51;SPS;36,588051;N;-3,558037;W;6,498;8
184;T;01/09/2008;6:51;SPS;36,588046;N;-3,558065;W;4,69;8
185;T;01/09/2008;6:51;SPS;36,588046;N;-3,558101;W;3,235;8
186;T;01/09/2008;6:51;SPS;36,588054;N;-3,558149;W;2,895;8
187;T;01/09/2008;6:51;SPS;36,588063;N;-3,558195;W;3,18;8
188;T;01/09/2008;6:51;SPS;36,588057;N;-3,558227;W;3,139;8
189;T;01/09/2008;6:51;SPS;36,588054;N;-3,558256;W;4,256;8
190;T;01/09/2008;6:51;SPS;36,588041;N;-3,55829;W;3,45;8
191;T;01/09/2008;6:51;SPS;36,588044;N;-3,558325;W;3,385;8
192;T;01/09/2008;6:51;SPS;36,588047;N;-3,55837;W;2,716;8
193;T;01/09/2008;6:51;SPS;36,58804;N;-3,5584;W;3,796;8
194;T;01/09/2008;6:51;SPS;36,588043;N;-3,558445;W;3,275;8
195;T;01/09/2008;6:51;SPS;36,588035;N;-3,558483;W;3,011;8
196;T;01/09/2008;6:51;SPS;36,588054;N;-3,558525;W;2,736;8
197;T;01/09/2008;6:51;SPS;36,588056;N;-3,558568;W;2,498;7
198;T;01/09/2008;6:51;SPS;36,588065;N;-3,558601;W;3,158;8
199;T;01/09/2008;6:51;SPS;36,588066;N;-3,558642;W;4,358;8
200;T;01/09/2008;6:52;SPS;36,588061;N;-3,558675;W;4,11;8
201;T;01/09/2008;6:52;SPS;36,588066;N;-3,558707;W;3,948;8
202;T;01/09/2008;6:52;SPS;36,588069;N;-3,558743;W;3,625;8
203;T;01/09/2008;6:52;SPS;36,588072;N;-3,558787;W;3,432;8
204;T;01/09/2008;6:52;SPS;36,588078;N;-3,558823;W;6,313;8
205;T;01/09/2008;6:52;SPS;36,58808;N;-3,558866;W;3,402;8
206;T;01/09/2008;6:52;SPS;36,588096;N;-3,558909;W;4,295;8
207;T;01/09/2008;6:52;SPS;36,588097;N;-3,55894;W;4,24;8
208;T;01/09/2008;6:52;SPS;36,588101;N;-3,558983;W;4,659;8
209;T;01/09/2008;6:52;SPS;36,588109;N;-3,559019;W;3,701;8
210;T;01/09/2008;6:52;SPS;36,588108;N;-3,559053;W;7,291;8
211;T;01/09/2008;6:52;SPS;36,588113;N;-3,559095;W;4,251;8
212;T;01/09/2008;6:52;SPS;36,588123;N;-3,559131;W;4,75;8
213;T;01/09/2008;6:52;SPS;36,588124;N;-3,559175;W;4,756;8
214;T;01/09/2008;6:52;SPS;36,588142;N;-3,559224;W;3,38;8
215;T;01/09/2008;6:52;SPS;36,588131;N;-3,559245;W;4,21;8
216;T;01/09/2008;6:52;SPS;36,588126;N;-3,559279;W;6,293;8
217;T;01/09/2008;6:52;SPS;36,588126;N;-3,559323;W;5,603;8
218;T;01/09/2008;6:52;SPS;36,588129;N;-3,559367;W;4,028;8
219;T;01/09/2008;6:52;SPS;36,58813;N;-3,55941;W;3,216;8
220;T;01/09/2008;6:53;SPS;36,58813;N;-3,559444;W;3,706;8
221;T;01/09/2008;6:53;SPS;36,588135;N;-3,559477;W;3,491;8
222;T;01/09/2008;6:53;SPS;36,588129;N;-3,559507;W;2,587;8
223;T;01/09/2008;6:53;SPS;36,588133;N;-3,559534;W;3,947;8
224;T;01/09/2008;6:53;SPS;36,588127;N;-3,559568;W;4,266;8
225;T;01/09/2008;6:53;SPS;36,588126;N;-3,5596;W;5,189;8
226;T;01/09/2008;6:53;SPS;36,588123;N;-3,55964;W;5,708;8
227;T;01/09/2008;6:53;SPS;36,588119;N;-3,559678;W;4,98;8
228;T;01/09/2008;6:53;SPS;36,588121;N;-3,559719;W;4,78;8
229;T;01/09/2008;6:53;SPS;36,588119;N;-3,559758;W;4,371;8
230;T;01/09/2008;6:53;SPS;36,588122;N;-3,55981;W;3,611;8
231;T;01/09/2008;6:53;SPS;36,58813;N;-3,559855;W;3,27;8
232;T;01/09/2008;6:53;SPS;36,588122;N;-3,559883;W;2,292;8
233;T;01/09/2008;6:53;SPS;36,588129;N;-3,559921;W;4,341;8
234;T;01/09/2008;6:53;SPS;36,588132;N;-3,559954;W;5,096;8
235;T;01/09/2008;6:53;SPS;36,588126;N;-3,559993;W;2,746;8
236;T;01/09/2008;6:53;SPS;36,588121;N;-3,560021;W;2,455;8
237;T;01/09/2008;6:53;SPS;36,588133;N;-3,560059;W;2,997;8
238;T;01/09/2008;6:53;SPS;36,588149;N;-3,560109;W;3,113;8
239;T;01/09/2008;6:53;SPS;36,588162;N;-3,560152;W;5,902;8
240;T;01/09/2008;6:54;SPS;36,588162;N;-3,560196;W;6,276;8
241;T;01/09/2008;6:54;SPS;36,588166;N;-3,560232;W;5,463;8
242;T;01/09/2008;6:54;SPS;36,588161;N;-3,560276;W;5,258;8
243;T;01/09/2008;6:54;SPS;36,588159;N;-3,560301;W;5,279;8
244;T;01/09/2008;6:54;SPS;36,588164;N;-3,560344;W;5,027;8
245;T;01/09/2008;6:54;SPS;36,58816;N;-3,560381;W;4,789;8
246;T;01/09/2008;6:54;SPS;36,588148;N;-3,560405;W;3,386;8
247;T;01/09/2008;6:54;SPS;36,588157;N;-3,560443;W;2,745;8
248;T;01/09/2008;6:54;SPS;36,588156;N;-3,560478;W;4,012;8
249;T;01/09/2008;6:54;SPS;36,588162;N;-3,560528;W;4,185;8
250;T;01/09/2008;6:54;SPS;36,588165;N;-3,560566;W;5,81;8
251;T;01/09/2008;6:54;SPS;36,588168;N;-3,560622;W;4,179;8
252;T;01/09/2008;6:54;SPS;36,588169;N;-3,560662;W;2,343;8
253;T;01/09/2008;6:54;SPS;36,588171;N;-3,560695;W;3,134;8
254;T;01/09/2008;6:54;SPS;36,588175;N;-3,56073;W;5,304;8
255;T;01/09/2008;6:54;SPS;36,588173;N;-3,56077;W;4,591;8
256;T;01/09/2008;6:54;SPS;36,588166;N;-3,560802;W;2,701;8
257;T;01/09/2008;6:54;SPS;36,588157;N;-3,560824;W;3,558;8
258;T;01/09/2008;6:54;SPS;36,588154;N;-3,560866;W;2,882;8
259;T;01/09/2008;6:54;SPS;36,588164;N;-3,560901;W;3,325;8
260;T;01/09/2008;6:55;SPS;36,588181;N;-3,560947;W;5,303;8
261;T;01/09/2008;6:55;SPS;36,588171;N;-3,56097;W;5,603;8
262;T;01/09/2008;6:55;SPS;36,588171;N;-3,560995;W;4,571;8
263;T;01/09/2008;6:55;SPS;36,58817;N;-3,561036;W;3,053;8
264;T;01/09/2008;6:55;SPS;36,588157;N;-3,561058;W;3,572;8
265;T;01/09/2008;6:55;SPS;36,588177;N;-3,561105;W;4,614;8
266;T;01/09/2008;6:55;SPS;36,588181;N;-3,561139;W;5,505;8
267;T;01/09/2008;6:55;SPS;36,588177;N;-3,561172;W;5,269;8
268;T;01/09/2008;6:55;SPS;36,588191;N;-3,561224;W;4,263;8
269;T;01/09/2008;6:55;SPS;36,588181;N;-3,56125;W;4,183;8
270;T;01/09/2008;6:55;SPS;36,588169;N;-3,561281;W;4,204;8
271;T;01/09/2008;6:55;SPS;36,588176;N;-3,561322;W;5,868;8
272;T;01/09/2008;6:55;SPS;36,58818;N;-3,561376;W;3,286;8
273;T;01/09/2008;6:55;SPS;36,588181;N;-3,561405;W;3,114;8
274;T;01/09/2008;6:55;SPS;36,588175;N;-3,561449;W;3,621;7
275;T;01/09/2008;6:55;SPS;36,588176;N;-3,561485;W;6,078;8
276;T;01/09/2008;6:55;SPS;36,588181;N;-3,561527;W;3,629;8
277;T;01/09/2008;6:55;SPS;36,588171;N;-3,561553;W;2,715;8
278;T;01/09/2008;6:55;SPS;36,588171;N;-3,561588;W;4,33;8
279;T;01/09/2008;6:55;SPS;36,588173;N;-3,561629;W;6,144;8
280;T;01/09/2008;6:56;SPS;36,588168;N;-3,561662;W;5,083;8
281;T;01/09/2008;6:56;SPS;36,588164;N;-3,561695;W;3,262;8
282;T;01/09/2008;6:56;SPS;36,58815;N;-3,561711;W;3,529;8
283;T;01/09/2008;6:56;SPS;36,588146;N;-3,561757;W;2,906;8
284;T;01/09/2008;6:56;SPS;36,588145;N;-3,561792;W;3,347;8
285;T;01/09/2008;6:56;SPS;36,588136;N;-3,561826;W;4,78;8
286;T;01/09/2008;6:56;SPS;36,588135;N;-3,561869;W;5,98;8
287;T;01/09/2008;6:56;SPS;36,588126;N;-3,561905;W;4,155;8
288;T;01/09/2008;6:56;SPS;36,58813;N;-3,561951;W;4,071;8
289;T;01/09/2008;6:56;SPS;36,588137;N;-3,561998;W;3,757;8
290;T;01/09/2008;6:56;SPS;36,588147;N;-3,562044;W;3,478;8
291;T;01/09/2008;6:56;SPS;36,588143;N;-3,562071;W;4,376;8
292;T;01/09/2008;6:56;SPS;36,588141;N;-3,562108;W;4,719;8
293;T;01/09/2008;6:56;SPS;36,588134;N;-3,562146;W;3,077;8
294;T;01/09/2008;6:56;SPS;36,588123;N;-3,562174;W;2,805;8
295;T;01/09/2008;6:56;SPS;36,58812;N;-3,562207;W;3,76;8
296;T;01/09/2008;6:56;SPS;36,588112;N;-3,562239;W;5,842;8
297;T;01/09/2008;6:56;SPS;36,588107;N;-3,562278;W;3,658;8
298;T;01/09/2008;6:56;SPS;36,5881;N;-3,562322;W;4,134;8
299;T;01/09/2008;6:56;SPS;36,588102;N;-3,562352;W;5,467;8
300;T;01/09/2008;6:57;SPS;36,588092;N;-3,562391;W;4,414;8
301;T;01/09/2008;6:57;SPS;36,588095;N;-3,562432;W;4,744;8
302;T;01/09/2008;6:57;SPS;36,588083;N;-3,56246;W;5,474;8
303;T;01/09/2008;6:57;SPS;36,588079;N;-3,562496;W;2,514;8
304;T;01/09/2008;6:57;SPS;36,588084;N;-3,56254;W;3,357;8
305;T;01/09/2008;6:57;SPS;36,588078;N;-3,562578;W;4,395;8
306;T;01/09/2008;6:57;SPS;36,58807;N;-3,562616;W;4,156;8
307;T;01/09/2008;6:57;SPS;36,58807;N;-3,562661;W;4,663;8
308;T;01/09/2008;6:57;SPS;36,588066;N;-3,5627;W;6,706;8
309;T;01/09/2008;6:57;SPS;36,588061;N;-3,562734;W;4,196;8
310;T;01/09/2008;6:57;SPS;36,588063;N;-3,562779;W;3,074;8
311;T;01/09/2008;6:57;SPS;36,58805;N;-3,562799;W;3,448;8
312;T;01/09/2008;6:57;SPS;36,588048;N;-3,562841;W;2,809;8
313;T;01/09/2008;6:57;SPS;36,58806;N;-3,562884;W;2,883;8
314;T;01/09/2008;6:57;SPS;36,588056;N;-3,562927;W;3,854;8
315;T;01/09/2008;6:57;SPS;36,588056;N;-3,56297;W;4,553;8
316;T;01/09/2008;6:57;SPS;36,588055;N;-3,563016;W;5,755;8
317;T;01/09/2008;6:57;SPS;36,588048;N;-3,563053;W;3,523;8
318;T;01/09/2008;6:57;SPS;36,588056;N;-3,563089;W;3,187;8
319;T;01/09/2008;6:57;SPS;36,588054;N;-3,563125;W;4,41;8
320;T;01/09/2008;6:58;SPS;36,588044;N;-3,563164;W;4,556;8
321;T;01/09/2008;6:58;SPS;36,588041;N;-3,563202;W;3,642;8
322;T;01/09/2008;6:58;SPS;36,588031;N;-3,563235;W;3,951;8
323;T;01/09/2008;6:58;SPS;36,588026;N;-3,563273;W;4,736;8
324;T;01/09/2008;6:58;SPS;36,588033;N;-3,563321;W;4,517;8
325;T;01/09/2008;6:58;SPS;36,58802;N;-3,563359;W;3,852;8
326;T;01/09/2008;6:58;SPS;36,588014;N;-3,563397;W;3,965;8
327;T;01/09/2008;6:58;SPS;36,587997;N;-3,56342;W;4,922;8
328;T;01/09/2008;6:58;SPS;36,58798;N;-3,56345;W;4,59;8
329;T;01/09/2008;6:58;SPS;36,587987;N;-3,563498;W;3,469;7
330;T;01/09/2008;6:58;SPS;36,587987;N;-3,563539;W;3,706;8
331;T;01/09/2008;6:58;SPS;36,587981;N;-3,56358;W;3,288;7
332;T;01/09/2008;6:58;SPS;36,587973;N;-3,563608;W;4,439;8
333;T;01/09/2008;6:58;SPS;36,587972;N;-3,563647;W;5,174;8
334;T;01/09/2008;6:58;SPS;36,587969;N;-3,563687;W;4,122;8
335;T;01/09/2008;6:58;SPS;36,587975;N;-3,563732;W;5,449;8
336;T;01/09/2008;6:58;SPS;36,587979;N;-3,563776;W;8,121;8
337;T;01/09/2008;6:58;SPS;36,587974;N;-3,56381;W;4,642;8
338;T;01/09/2008;6:58;SPS;36,587964;N;-3,563848;W;4,079;8
339;T;01/09/2008;6:58;SPS;36,587961;N;-3,56389;W;3,748;8
340;T;01/09/2008;6:59;SPS;36,587953;N;-3,56393;W;3,892;7
341;T;01/09/2008;6:59;SPS;36,587961;N;-3,563965;W;4,947;8
342;T;01/09/2008;6:59;SPS;36,587952;N;-3,564001;W;4,911;8
343;T;01/09/2008;6:59;SPS;36,587946;N;-3,564034;W;4,207;8
344;T;01/09/2008;6:59;SPS;36,587949;N;-3,564082;W;3,448;8
345;T;01/09/2008;6:59;SPS;36,587942;N;-3,564117;W;3,761;8
346;T;01/09/2008;6:59;SPS;36,587941;N;-3,564158;W;4,81;8
347;T;01/09/2008;6:59;SPS;36,58793;N;-3,564194;W;4,043;7
348;T;01/09/2008;6:59;SPS;36,587926;N;-3,56424;W;4,959;7
